taxon,VS-VO,VS-PN,VS-NG,VS-NA,VS-ND,VS-NNum,VS-NRc,VO-PN,VO-NG,VO-NA,VO-ND,VO-NNum,VO-NRc,PN-NG,PN-NA,PN-ND,PN-NNum,PN-NRc,NG-NA,NG-ND,NG-NNum,NG-NRc,NA-ND,NA-NNum,NA-NRc,ND-NNum,ND-NRc,NNum-NRc
An.OCEANIC.SAMOAN,d,d,d,d,-,-,c,d,d,d,-,-,c,d,d,-,-,c,d,-,-,c,-,-,c,-,-,-
An.OCEANIC.SAMOAN_2,d,d,d,d,-,-,c,d,d,d,-,-,c,d,d,-,-,c,d,-,-,c,-,-,c,-,-,-
Sad.SANDAWE.SANDAWE,a,a,a,b,a,b,a,a,a,b,a,b,a,a,b,a,b,a,b,a,b,a,c,d,c,b,a,c
NC.UBANGI.SANGO,b,b,b,a,b,b,a,d,d,c,d,d,c,d,c,d,d,c,c,d,d,c,b,b,a,d,c,c
NC.BANTOID.SANGU_1,b,-,b,b,b,b,a,-,d,d,d,d,c,-,-,-,-,-,d,d,d,c,d,d,c,d,c,c
Yan.YANOMAM.SANIMA,a,a,a,b,a,-,-,a,a,b,a,-,-,a,b,a,-,-,b,a,-,-,c,-,-,-,-,-
AuA.MUNDA.SANTALI,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
Alt.MONGOLIC.SANTA_MONGOLIAN,a,a,a,a,-,a,-,a,a,a,-,a,-,a,a,-,a,-,a,-,a,-,-,a,-,-,-,-
Yan.YANOMAM.SANUMA,a,a,a,b,a,-,-,a,a,b,a,-,-,a,b,a,-,-,b,a,-,-,c,-,-,-,-,-
NDa.LAK_DARGWA.SANZHI_DARGI,a,a,a,a,-,a,b,a,a,a,-,a,b,a,a,-,a,b,a,-,a,b,-,a,b,-,-,b
An.CENTRAL_MALAYO_POLYNESIAN.SAPOLEWA_SOOW_KWELE_ULUI_SERAM,b,b,a,b,b,b,-,d,c,d,d,d,-,c,d,d,d,-,b,b,b,-,d,d,-,d,-,-
NDe.ATHAPASKAN.SARCEE,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,a,c,c,c,a,a,a
IE.INDIC.SATPARA_SHINA,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
IE.INDIC.SAVI,a,a,a,a,a,-,-,a,a,a,a,-,-,a,a,a,-,-,a,a,-,-,a,-,-,-,-,-
SoP.SAVOSAVO.SAVOSAVO,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
IE.INDIC.SAZIN_SHINA,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
AuA.BAHNARIC.SEDANG,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
An.ATAYALIC.SEDIQ,d,-,d,-,d,c,c,-,d,-,d,c,c,-,-,-,-,-,-,d,c,c,-,-,-,c,c,a
Ura.SAMOYEDIC.SELKUP,a,-,a,a,a,a,-,-,a,a,a,a,-,-,-,-,-,-,a,a,a,-,a,a,-,a,-,-
NC.KRU.SEME,a,a,a,b,a,-,-,a,a,b,a,-,-,a,b,a,-,-,b,a,-,-,c,-,-,-,-,-
AuA.ASLIAN.SEMELAI,-,-,-,-,-,-,-,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
An.OCEANIC.SENGGA_BABATANA,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
NC.GUR.SENOUFO_SUPYIRE,a,a,a,b,a,b,-,a,a,b,a,b,-,a,b,a,b,-,b,a,b,-,c,d,-,b,-,-
Snt.SENTANI.SENTANI,a,a,a,b,a,b,-,a,a,b,a,b,-,a,b,a,b,-,b,a,b,-,c,d,-,b,-,-
Hok.SERI.SERI,a,a,a,-,b,b,-,a,a,-,b,b,-,a,-,b,b,-,-,b,b,-,-,-,-,d,-,-
Gum.GUMUZ.SESE,b,b,b,-,b,-,a,d,d,-,d,-,c,d,-,d,-,c,-,d,-,c,-,-,-,-,c,-
Sha.SHABO.SHABO,a,a,-,a,-,a,a,a,-,a,-,a,a,-,a,-,a,a,-,-,-,-,-,a,a,-,-,a
ESu.DAJU.SHATT,b,-,b,b,b,b,a,-,d,d,d,d,c,-,-,-,-,-,d,d,d,c,d,d,c,d,c,c
ST.BODIC.SHERPA,a,a,a,b,a,b,-,a,a,b,a,b,-,a,b,a,b,-,b,a,b,-,c,d,-,b,-,-
ST.BODIC.SHIGAR_BALTI,a,a,-,a,a,b,b,a,-,a,a,b,b,-,a,a,b,b,-,-,-,-,a,b,b,b,b,d
ESu.NILOTIC.SHILLUK,b,b,b,b,-,b,-,d,d,d,-,d,-,d,d,-,d,-,d,-,d,-,-,d,-,-,-,-
ESu.NILOTIC.SHILLUK_2,b,b,b,b,-,b,-,d,d,d,-,d,-,d,d,-,d,-,d,-,d,-,-,d,-,-,-,-
IE.IRANIAN.SHIMSAL_WAKHI,a,-,a,a,a,a,a,-,a,a,a,a,a,-,-,-,-,-,a,a,a,a,a,a,a,a,a,a
IE.INDIC.SHINA_2,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
IE.INDIC.SHINA_GURESI,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
IE.INDIC.SHINA_KOHISTANI,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
Pan.PANOAN.SHIPIBO,a,a,a,-,a,a,-,a,a,-,a,a,-,a,-,a,a,-,-,a,a,-,-,-,-,a,-,-
Yan.YANOMAM.SHIRISHANA,a,a,a,b,a,a,-,a,a,b,a,a,-,a,b,a,a,-,b,a,a,-,c,c,-,a,-,-
ST.BAI.SHI_BAI,b,-,a,a,b,b,b,-,c,c,d,d,d,-,-,-,-,-,a,b,b,b,b,b,b,d,d,d
NC.BANTOID.SHONA,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.SHONA_2,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.SHONA_KARANGA,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
TK.KAM_TAI.SIAMESE,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
TK.KAM_TAI.SIAMESE_2,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
An.OCEANIC.SIAR,b,b,b,a,-,a,a,d,d,c,-,c,c,d,c,-,c,c,c,-,c,c,-,a,a,-,-,a
AA.HIGHLAND_EAST_CUSHITIC.SIDAMO,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
AA.HIGHLAND_EAST_CUSHITIC.SIDAMO_2,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
An.OCEANIC.SIE,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
ST.BODIC.SIKKIMESE,a,a,a,b,-,b,b,a,a,b,-,b,b,a,b,-,b,b,b,-,b,b,-,d,d,-,-,d
An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.SIMALUR,d,d,d,d,d,-,-,d,d,d,d,-,-,d,d,d,-,-,d,d,-,-,d,-,-,-,-,-
An.OCEANIC.SINAUGORO,a,a,a,b,a,b,b,a,a,b,a,b,b,a,b,a,b,b,b,a,b,b,c,d,d,b,b,d
An.OCEANIC.SIO,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
Tuc.TUCANOAN.SIONA,a,-,a,a,a,a,-,-,a,a,a,a,-,-,-,-,-,-,a,a,a,-,a,a,-,a,-,-
May.MAYAN.SIPAKAPENSE,d,d,d,c,c,c,c,d,d,c,c,c,c,d,c,c,c,c,c,c,c,c,a,a,a,a,a,a
Tup.TUPI_GUARANI.SIRIONO,a,a,a,b,a,-,-,a,a,b,a,-,-,a,b,a,-,-,b,a,-,-,c,-,-,-,-,-
An.OCEANIC.SISIQA,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
ST.BODIC.SKARDU_BALTI,a,a,-,a,a,b,b,a,-,a,a,b,b,-,a,a,b,b,-,-,-,-,a,b,b,b,b,d
An.ATAYALIC.SKIKUN_ATAYAL,d,d,d,-,d,c,-,d,d,-,d,c,-,d,-,d,c,-,-,d,c,-,-,-,-,c,-,-
Sko.WESTERN_SKOU.SKOU,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
IE.SLAVIC.SLOVENIAN,b,b,-,a,a,a,-,d,-,c,c,c,-,-,c,c,c,-,-,-,-,-,a,a,-,a,-,-
An.OCEANIC.SOBEI,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
Alt.TUNGUSIC.SOLON,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.SOMA,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
An.OCEANIC.SONSOROLESE,b,b,b,-,b,a,-,d,d,-,d,c,-,d,-,d,c,-,-,d,c,-,-,-,-,c,-,-
NC.BANTOID.SOTHO_SOUTHERN,b,b,b,b,b,-,a,d,d,d,d,-,c,d,d,d,-,c,d,d,-,c,d,-,c,-,c,-
NC.BANTOID.SOTHO_SUD,b,b,b,b,b,-,a,d,d,d,d,-,c,d,d,d,-,c,d,d,-,c,d,-,c,-,c,-
EBH.EAST_BIRDS_HEAD.SOUGB,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
AA.SEMITIC.SOUKHNE_SYRIAN_ARABIC,b,b,b,b,-,a,a,d,d,d,-,c,c,d,d,-,c,c,d,-,c,c,-,c,c,-,-,a
Hok.POMOAN.SOUTHEASTERN_POMO,a,a,a,-,a,a,-,a,a,-,a,a,-,a,-,a,a,-,-,a,a,-,-,-,-,a,-,-
PN.CENTRAL_PAMA_NYUNGAN.SOUTHERN_ARANDA,-,-,-,-,-,-,-,-,-,-,-,-,-,b,b,b,b,a,d,d,d,c,d,d,c,d,c,c
May.MAYAN.SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,d,d,d,c,c,c,c,d,d,c,c,c,c,d,c,c,c,c,c,c,c,c,a,a,a,a,a,a
May.MAYAN.SOUTHERN_MAM_SAN_JUAN_OSTUNCALCO,d,d,d,-,c,c,c,d,d,-,c,c,c,d,-,c,c,c,-,c,c,c,-,-,-,a,a,a
UA.NUMIC.SOUTHERN_PAIUTE,-,-,-,-,-,-,-,a,a,b,a,a,a,a,b,a,a,a,b,a,a,a,c,c,c,a,a,a
An.OCEANIC.SOUTH_EFATE_ERAKOR,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
An.OCEANIC.SOUTH_EFATE_ERATAP,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
An.OCEANIC.SOUTH_EFATE_PANGO,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
An.OCEANIC.SOUTH_ISLAND_MAORI,d,d,d,d,-,d,c,d,d,d,-,d,c,d,d,-,d,c,d,-,d,c,-,d,c,-,-,c
An.OCEANIC.SOUTH_MALO,b,-,b,b,b,b,a,-,d,d,d,d,c,-,-,-,-,-,d,d,d,c,d,d,c,d,c,c
IE.ROMANCE.SPANISH,-,-,-,-,-,-,-,d,d,d,c,c,c,d,d,c,c,c,d,c,c,c,c,c,c,a,a,a
Sal.CENTRAL_SALISH.SQUAMISH,d,d,d,c,c,c,-,d,d,c,c,c,-,d,c,c,c,-,c,c,c,-,a,a,-,a,-,-
An.ATAYALIC.SQULIQ_ATAYAL,d,d,d,-,d,c,-,d,d,-,d,c,-,d,-,d,c,-,-,d,c,-,-,-,-,c,-,-
AuA.BAHNARIC.SRE,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
AA.SEMITIC.STANDARD_ARABIC,d,d,d,d,c,c,-,d,d,d,c,c,-,d,d,c,c,-,d,c,c,-,c,c,-,a,-,-
IE.GERMANIC.STANDARD_GERMAN,-,b,b,a,a,a,a,-,-,-,-,-,-,d,c,c,c,c,c,c,c,c,a,a,a,a,a,a
An.PAIWAN.STIMUL_PAIWAN,d,d,d,d,c,d,c,d,d,d,c,d,c,d,d,c,d,c,d,c,d,c,c,d,c,b,a,c
Sal.CENTRAL_SALISH.STOLO,d,d,d,c,c,c,-,d,d,c,c,c,-,d,c,c,c,-,c,c,c,-,a,a,-,a,-,-
An.OCEANIC.SUDEST,b,-,a,b,b,b,a,-,c,d,d,d,c,-,-,-,-,-,b,b,b,a,d,d,c,d,c,c
TNG.BINANDEREAN.SUENA,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
An.LAMPUNGIC.SUKAU_LAMPUNG_API,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
Slk.SULKA.SULKA,b,b,-,b,b,b,a,d,-,d,d,d,c,-,d,d,d,c,-,-,-,-,d,d,c,d,c,c
Aym.AYMARAN.SULLKATITI_TITIRI,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
Sko.WARAPU.SUMO,a,-,b,b,b,b,a,-,b,b,b,b,a,-,-,-,-,-,d,d,d,c,d,d,c,d,c,c
An.MALAYO_SUMBAWAN.SUNDANESE,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
An.LAMPUNGIC.SUNGKAI_LAMPUNG_API,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
TNG.MADANG.SUROI,a,a,a,b,b,b,a,a,a,b,b,b,a,a,b,b,b,a,b,b,b,a,d,d,c,d,c,c
NC.BANTOID.SWAHILI,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.SWAHILI_2,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.SWAHILI_CHIRAZI,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.SWAHILI_MAKUNDUCHI,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.SWAHILI_MVITA,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.SWAHILI_PATE,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.SWAHILI_PEMBA,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.SWAHILI_SUD,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.SWAHILI_TIKUU,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.SWAHILI_VUMBA,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
IE.GERMANIC.SWEDISH,b,b,a,a,a,a,a,d,c,c,c,c,c,c,c,c,c,c,a,a,a,a,a,a,a,a,a,a
NC.BANTOID.TAABWA_RDC_1,b,b,b,b,-,b,-,d,d,d,-,d,-,d,d,-,d,-,d,-,d,-,-,d,-,-,-,-
NC.BANTOID.TAABWA_RDC_2,b,b,b,b,-,b,-,d,d,d,-,d,-,d,d,-,d,-,d,-,d,-,-,d,-,-,-,-
NC.BANTOID.TAABWA_ZAMBIE,b,b,b,b,-,b,-,d,d,d,-,d,-,d,d,-,d,-,d,-,d,-,-,d,-,-,-,-
Snt.SENTANI.TABLA,a,a,-,b,a,b,-,a,-,b,a,b,-,-,b,a,b,-,-,-,-,-,c,d,-,b,-,-
Snt.SENTANI.TABLA_C,a,a,-,b,a,b,-,a,-,b,a,b,-,-,b,a,b,-,-,-,-,-,c,d,-,b,-,-
Snt.SENTANI.TABLA_UNKNOWN_DIAL,a,a,-,b,a,b,-,a,-,b,a,b,-,-,b,a,b,-,-,-,-,-,c,d,-,b,-,-
Snt.SENTANI.TABLA_W,a,a,-,b,a,b,-,a,-,b,a,b,-,-,b,a,b,-,-,-,-,-,c,d,-,b,-,-
Alt.MONGOLIC.TACHENG_DAGUR,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
WP.NORTH_HALMAHERAN.TAFASOHO,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
An.BILIC.TAGABILI,d,d,d,d,d,c,c,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
WP.NORTH_HALMAHERAN.TAGONO,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.TAHANE,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
An.OCEANIC.TAHITIAN,d,d,-,d,c,-,c,d,-,d,c,-,c,-,d,c,-,c,-,-,-,-,c,-,c,-,a,-
An.OCEANIC.TAHITIAN_2,d,d,-,d,c,-,c,d,-,d,c,-,c,-,d,c,-,c,-,-,-,-,c,-,c,-,a,-
NC.PLATOID.TAHOSS,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
TK.KAM_TAI.TAI,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
An.OCEANIC.TAIOF,b,-,b,b,b,a,a,-,d,d,d,c,c,-,-,-,-,-,d,d,c,c,d,c,c,c,c,a
HM.HMONG_MIEN.TAIPAN_MIEN,b,-,a,b,a,a,-,-,c,d,c,c,-,-,-,-,-,-,b,a,a,-,c,c,-,a,-,-
TK.KAM_TAI.TAI_NONG_KHAI,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
TK.KAM_TAI.TAI_WESTERN_NUNG,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
IE.IRANIAN.TAJIK,a,b,b,b,a,a,a,b,b,b,a,a,a,d,d,c,c,c,d,c,c,c,c,c,c,a,a,a
Jap.JAPANESE.TAKARAJIMA_JAPANESE,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
Tak.TAKELMA.TAKELMA,a,a,a,b,a,b,-,a,a,b,a,b,-,a,b,a,b,-,b,a,b,-,c,d,-,b,-,-
An.OCEANIC.TAKIA,a,a,a,b,b,-,a,a,a,b,b,-,a,a,b,b,-,a,b,b,-,a,d,-,c,-,c,-
An.LAMPUNGIC.TALANG_PADANG_LAMPUNG_API,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
WP.NORTH_HALMAHERAN.TALAPAO,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
IE.IRANIAN.TALYSH,-,-,-,-,-,-,-,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
AA.BERBER.TAMAHAQ_TAHAGGART,d,d,d,-,d,-,c,d,d,-,d,-,c,d,-,d,-,c,-,d,-,c,-,-,-,-,c,-
AA.BERBER.TAMAHAQ_TAHAGGART_2,d,d,d,-,d,-,c,d,d,-,d,-,c,d,-,d,-,c,-,d,-,c,-,-,-,-,c,-
AA.BERBER.TAMASHEQ,d,d,d,d,d,c,c,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
AA.BERBER.TAMAZIGHT_CENTRAL_ATLAS_AYT_IZDEG,d,d,d,d,-,c,c,d,d,d,-,c,c,d,d,-,c,c,d,-,c,c,-,c,c,-,-,a
AA.BERBER.TAMAZIGHT_CENTRAL_ATLAS_AYT_NDHIR,d,d,d,d,-,c,c,d,d,d,-,c,c,d,d,-,c,c,d,-,c,c,-,c,c,-,-,a
AA.BERBER.TAMAZIGHT_CENTRAL_ATLAS_NTIFA,d,d,d,d,-,c,c,d,d,d,-,c,c,d,d,-,c,c,d,-,c,c,-,c,c,-,-,a
Dra.SOUTHERN_DRAVIDIAN.TAMIL,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
NDe.ATHAPASKAN.TANACROSS,a,a,a,b,a,-,-,a,a,b,a,-,-,a,b,a,-,-,b,a,-,-,c,-,-,-,-,-
An.RUKAI.TANAN_RUKAI,d,d,d,-,c,c,-,d,d,-,c,c,-,d,-,c,c,-,-,c,c,-,-,-,-,a,-,-
IE.INDIC.TANGIR_SHINA,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
TNG.DANI.TANGMA_DANI,a,a,a,-,b,-,a,a,a,-,b,-,a,a,-,b,-,a,-,b,-,a,-,-,-,-,c,-
Tuc.TUCANOAN.TANIMUCA,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
Tuc.TUCANOAN.TANIMUCA_RETUARA,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
Tup.TUPI_GUARANI.TAPIETE,a,b,a,-,a,a,a,b,a,-,a,a,a,c,-,c,c,c,-,a,a,a,-,-,-,a,a,a
ST.DIGAROAN.TARAON,a,a,a,b,-,b,b,a,a,b,-,b,b,a,b,-,b,b,b,-,b,b,-,d,d,-,-,d
Tar.TARASCAN.TARASCAN,b,-,-,b,a,a,a,-,-,d,c,c,c,-,-,-,-,-,-,-,-,-,c,c,c,a,a,a
Arw.INLAND_NORTHERN_ARAWAKAN.TARIANA,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,a,-,-,-,a,a,a
Arw.INLAND_NORTHERN_ARAWAKAN.TARIANO,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,a,-,-,-,a,a,a
AA.BERBER.TARIFIT_BENI_IZNASSEN,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
AA.BERBER.TARIFIT_GUELAIA,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
An.NORTH_BORNEO.TATANA,d,-,d,d,d,c,c,-,d,d,d,c,c,-,-,-,-,-,d,d,c,c,d,c,c,c,c,a
Alt.TURKIC.TATAR,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
TNG.MADANG.TAUYA,a,a,a,b,a,b,-,a,a,b,a,b,-,a,b,a,b,-,b,a,b,-,c,d,-,b,-,-
An.OCEANIC.TAWALA,a,-,a,b,a,b,a,-,a,b,a,b,a,-,-,-,-,-,b,a,b,a,c,d,c,b,a,c
An.BILIC.TBOLI_TAGABILI,d,d,d,d,d,c,c,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
An.OCEANIC.TEANU,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.TEE_TEKE_KALE,b,b,b,b,b,b,-,d,d,d,d,d,-,d,d,d,d,-,d,d,d,-,d,d,-,d,-,-
NC.BANTOID.TEKE_BOUNDJI,b,b,b,b,b,b,-,d,d,d,d,d,-,d,d,d,d,-,d,d,d,-,d,d,-,d,-,-
NC.BANTOID.TEKE_KOMONO,b,b,b,b,b,b,-,d,d,d,d,d,-,d,d,d,d,-,d,d,d,-,d,d,-,d,-,-
TNG.OK.TELEFOL,a,a,a,b,-,b,-,a,a,b,-,b,-,a,b,-,b,-,b,-,b,-,-,d,-,-,-,-
Dra.SOUTH_CENTRAL_DRAVIDIAN.TELUGU,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
Dra.SOUTH_CENTRAL_DRAVIDIAN.TELUGU_2,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
ESu.TEMEIN.TEMEIN,b,-,b,b,b,b,-,-,d,d,d,d,-,-,-,-,-,-,d,d,d,-,d,d,-,d,-,-
AuA.ASLIAN.TEMIAR,b,b,-,b,b,-,a,d,-,d,d,-,c,-,d,d,-,c,-,-,-,-,d,-,c,-,c,-
Man.WESTERN_MANDE.TENENGAKAN,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
ESu.SURMIC.TENNET,d,-,d,d,d,d,c,-,d,d,d,d,c,-,-,-,-,-,d,d,d,c,d,d,c,d,c,c
OM.SUBTIABA_TLAPANEC.TEOCUITLAPA_MEPHAA,d,d,d,d,d,c,c,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
An.OCEANIC.TEOP,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
Tot.TOTONACAN.TEPEHUA_HUEHUETLA,d,d,d,c,c,c,c,d,d,c,c,c,c,d,c,c,c,c,c,c,c,c,a,a,a,a,a,a
Tot.TOTONACAN.TEPEHUA_TLACHICHILCO,d,d,d,c,-,c,c,d,d,c,-,c,c,d,c,-,c,c,c,-,c,c,-,a,a,-,-,a
ESu.KULIAK.TEPES,d,d,d,d,d,d,c,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
AA.BIU_MANDARA.TERA,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
AA.BIU_MANDARA.TERA_PIDLIMDI,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
Chi.TALAMANCA.TERIBE,a,a,a,b,b,b,a,a,a,b,b,b,a,a,b,b,b,a,b,b,b,a,d,d,c,d,c,c
ESu.NILOTIC.TESO,d,d,d,d,d,d,c,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
